ac_freq,taxi_margin,loading_time,scheduler,min_tugs,util_pct_tugs,avg_iddle_t_per_ac,avg_taxi_t_per_ac,simulation_end_result
600,900,1710.0,Schedule_Algo.greedy,3,28.742156213540188,0.0,565.8235294117646,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.471548973858383,0.0,569.6857142857143,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.52032443050407,0.0,572.5428571428572,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,28.419736675528544,0.0,557.6878557874763,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.67199886077752,0.0,564.7633928571429,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.30048065483272,0.0,564.3026785714286,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.04104849030668,0.0,560.7616071428572,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.60793575814832,2.0303030303030303,566.8553571428572,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.210484762355915,0.0,568.0082949308755,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.573021656493005,0.0,565.0508928571428,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,28.845002992220227,0.1875,569.118595825427,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.7351347946586,0.0,562.96875,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,21.45001891431814,0.0,556.7695852534562,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.738206692199785,0.0,568.3758928571428,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,21.75424490375065,0.0,564.0018433179723,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.497084893586766,0.0,562.4142857142857,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.27210434289495,0.0,568.5455357142857,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.27934327886968,0.0,569.1437788018433,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.597405671542862,0.0,574.9196428571429,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,30.02760034697579,0.0,567.2083333333334,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.29678459641468,0.0,566.6607142857142,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.81516587677725,0.0,579.8633928571428,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.884020822455344,0.0,569.275,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.36918959154908,0.0,568.86267281106,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.556494359266463,0.0,562.8383928571428,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.91939307728781,0.59375,570.6348214285714,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.38247011952192,0.0,559.7330357142857,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.64903997481901,0.0,567.5553571428571,Status.Success
600,900,1710.0,Schedule_Algo.greedy,3,29.47929479294793,0.0,563.8705357142858,Status.Success
600,900,1710.0,Schedule_Algo.greedy,4,22.61645779144005,0.0,569.4965277777778,Status.Success
