ac_freq,taxi_margin,loading_time,scheduler,min_tugs,util_pct_tugs,avg_iddle_t_per_ac,avg_taxi_t_per_ac,simulation_end_result
600,900,1800,Schedule_Algo.greedy,3,29.73551974544366,4.84375,569.2410714285714,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.782067051439743,0.0,569.4741071428572,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.23984936232159,0.0,556.95625,Status.Success
600,900,1800,Schedule_Algo.greedy,3,30.176851413232274,0.0,576.8133928571428,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.372608544413875,0.0,570.2221198156682,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.57840518885921,0.0,560.8071428571428,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.856086757774943,0.0,571.2276785714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.37030891996524,0.0,560.4410714285714,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.6176232821342,0.0,554.4718894009217,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.88572783309625,0.0,568.3946869070209,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.45150470071337,0.0,574.2691244239631,Status.Success
600,900,1800,Schedule_Algo.greedy,3,30.42419642998308,0.0,574.2881944444445,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.21387540067917,0.0,565.594470046083,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.29207024175132,0.0,560.29375,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.891004283674445,0.0,566.2656546489563,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.741576399728803,0.0,569.03125,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.69150314405789,0.0,557.9465437788019,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.33681544792656,0.0,558.7035714285714,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.44049312470365,0.0,561.7767857142858,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.51214107069364,0.0,561.9571428571428,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.31213927523891,0.0,560.5151785714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.789747224190883,0.0,563.5729166666666,Status.Success
600,900,1800,Schedule_Algo.greedy,3,30.178385046019542,0.0,575.6919642857142,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.95566914351524,0.0,566.2083333333334,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.48554321279445,0.0,564.30625,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.21995894520764,0.0,558.0151785714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.50936240815359,0.0,573.1548387096775,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.632449753327307,0.0,574.3041474654378,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.766758319901392,0.5,561.0798611111111,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.505839219962382,0.0,562.6428571428571,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.838824704036515,0.0,578.868202764977,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.604060273627137,0.0,559.6527777777778,Status.Success
600,900,1800,Schedule_Algo.greedy,4,22.01164111300397,0.0,572.0276497695852,Status.Success
600,900,1800,Schedule_Algo.greedy,4,21.845944786153627,0.0,562.6,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.94831064044377,0.0,572.8026785714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.59276451165239,0.6285714285714286,558.9482142857142,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.781407790809943,1.125,567.2607142857142,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.69200309211668,0.03125,558.6184331797235,Status.Success
600,900,1800,Schedule_Algo.greedy,4,22.689145125466663,4.875,588.7327188940093,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.63262202366808,0.0,574.4580645161291,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.185577407967727,0.0,558.0366071428572,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.21571408310878,0.0,558.8892857142857,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.66163390624505,0.0,576.5990783410139,Status.Success
600,900,1800,Schedule_Algo.greedy,4,22.108030592734227,0.0,557.4866071428571,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.67263059907544,0.0,547.5223214285714,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.028021708517272,0.0,563.2202764976959,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.85099817368852,0.0,562.1520737327189,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.14612564783213,0.0,566.1585253456221,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.5397951142632,0.0,564.6357142857142,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.34794641868704,0.0,559.3455357142857,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.51402046229633,0.0,574.3843317972351,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.458353015273183,0.0,564.0741071428572,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.86996631088441,0.0,565.9583333333334,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.23528298315351,0.0,569.815668202765,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.78871677911876,0.0,567.1223214285715,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.50850661625709,0.0,564.9830357142857,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.80685772126273,0.0,559.2350230414746,Status.Success
600,900,1800,Schedule_Algo.greedy,4,21.98920658966105,0.0,569.4746543778801,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.76134028765608,0.0,567.7026785714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.33099204277601,0.0,552.2743055555555,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.27333238694617,0.0,570.0101382488479,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.920432142575507,0.0,562.310599078341,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.97830374753452,0.0,564.2350230414746,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.34372049102928,1.5833333333333333,561.6133928571428,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.23239192720633,0.0,570.483870967742,Status.Success
600,900,1800,Schedule_Algo.greedy,3,30.19534794860773,0.0,571.9928571428571,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.494395308139808,0.0,564.0428571428572,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.992652287271863,0.0,562.6101382488479,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.1266120503228,0.0,566.4884792626729,Status.Success
600,900,1800,Schedule_Algo.greedy,4,21.910444234404537,0.0,559.2705357142858,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.176351532975985,0.0,556.2464285714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.65282720442863,0.0,576.3428571428572,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.944840726219155,2.875,565.13732718894,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.982942770604176,0.0,558.052534562212,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.73360429761961,0.0,562.2222222222222,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.78536299950978,0.0,548.6205357142858,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.11748439598641,0.0,555.4598214285714,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.426390472570635,0.34375,560.03125,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.95613328913514,0.0,563.236866359447,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.728448888678265,1.3714285714285714,577.9511520737327,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.85758768394265,0.0,569.0875,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.458984467771813,0.0,560.6169642857143,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.421574232894987,0.0,568.7327188940093,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.15166445581454,1.25,556.4375,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.732203175805783,0.0,559.3373271889401,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.804821952573555,1.40625,557.4746543778801,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.90075950962781,0.0,563.331797235023,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.523854630418995,0.0,574.6387096774193,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.65640806101254,0.0,574.8129032258064,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.628400271863686,1.03125,565.1267857142857,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.70510820054534,0.0,568.0276785714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.428874029812995,0.0,579.0929791271348,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.4011919402138,0.90625,562.1946428571429,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.77423134162946,0.0,567.2339285714286,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.365342424672885,0.0,571.6193548387097,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.655314365331943,0.0,564.4491071428572,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.828445285398928,0.0,561.3834101382489,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.691810514700084,2.1944444444444446,561.34375,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.256367794337983,0.0,569.4801843317972,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.99883107446372,0.40625,563.4709677419355,Status.Success
600,900,1800,Schedule_Algo.greedy,3,30.308357485627408,0.0,577.1491071428571,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.341090771486684,0.0,554.4965277777778,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.317193115188196,0.0,570.9751152073733,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.780322026146884,0.0,569.74375,Status.Success
