ac_freq,taxi_margin,loading_time,scheduler,min_tugs,util_pct_tugs,avg_iddle_t_per_ac,avg_taxi_t_per_ac,simulation_end_result
570.0,900,1800,Schedule_Algo.greedy,4,23.883749469014017,0.21052631578947367,575.6804451510334,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,30.197516750817694,0.0,556.6186868686868,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,30.800707808007076,2.6216216216216215,564.1826371826372,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,30.909233915368883,1.2162162162162162,558.4379968203498,Status.Success
570.0,900,1800,Schedule_Algo.greedy,4,23.240802042939563,0.0,569.5577395577395,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,30.468270094032036,0.0,560.0032760032759,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,31.827053231340702,7.184210526315789,569.0603715170279,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,31.077956222876875,1.5675675675675675,568.1981981981982,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,30.80455431842486,0.0,556.9324324324324,Status.Success
570.0,900,1800,Schedule_Algo.greedy,3,30.27546120798585,10.81578947368421,554.4340704340705,Status.Success
