ac_freq,taxi_margin,loading_time,scheduler,min_tugs,util_pct_tugs,avg_iddle_t_per_ac,avg_taxi_t_per_ac,simulation_end_result
600,900,1800,Schedule_Algo.greedy,3,29.14636864393288,0.0,562.2488479262673,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.52203481612436,0.0,558.6946428571429,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.903686087990486,0.0,566.4364326375712,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.644287621590692,0.0,562.3580357142857,Status.Success
600,900,1800,Schedule_Algo.greedy,3,30.015932358462287,0.0,573.8366071428571,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.474381416473484,0.0,563.7455357142858,Status.Success
600,900,1800,Schedule_Algo.greedy,4,21.67181192115887,0.0,560.6304147465438,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.256198347107436,0.03125,560.2232142857142,Status.Success
600,900,1800,Schedule_Algo.greedy,3,29.706775479218066,0.0,566.0732142857142,Status.Success
600,900,1800,Schedule_Algo.greedy,3,28.801273263051737,0.0,560.7990783410138,Status.Success
